sample_id,source_file,true_peak_count_class,true_positive,false_positive,false_negative,target_count,prediction_count,exact_count,count_absolute_error,mean_matched_iou
20180321_S00033936_P__F1,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.9066238403320312
20180321_S00033936_P__F10,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.9076822400093079
20180321_S00033936_P__F100,20180321_S00033936_P,single,1,1,0,1,2,False,1,0.5687043070793152
20180321_S00033936_P__F101,20180321_S00033936_P,single,0,4,1,1,4,False,3,0.0
20180321_S00033936_P__F102,20180321_S00033936_P,multi,1,1,1,2,2,True,0,0.8457517623901367
20180321_S00033936_P__F103,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.8401647210121155
20180321_S00033936_P__F104,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.9481500387191772
20180321_S00033936_P__F105,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.7345620393753052
20180321_S00033936_P__F106,20180321_S00033936_P,multi,3,0,0,3,3,True,0,0.87959223985672
20180321_S00033936_P__F107,20180321_S00033936_P,multi,2,0,2,4,2,False,2,0.9537943303585052
20180321_S00033936_P__F108,20180321_S00033936_P,multi,2,0,3,5,2,False,3,0.9133425951004028
20180321_S00033936_P__F109,20180321_S00033936_P,multi,1,0,1,2,1,False,1,0.9455595016479492
20180321_S00033936_P__F11,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.9562756419181824
20180321_S00033936_P__F110,20180321_S00033936_P,multi,2,1,0,2,3,False,1,0.9052461385726929
20180321_S00033936_P__F111,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.8974062204360962
20180321_S00033936_P__F112,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.9632639288902283
20180321_S00033936_P__F113,20180321_S00033936_P,empty,0,2,0,0,2,False,2,0.0
20180321_S00033936_P__F114,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.871903657913208
20180321_S00033936_P__F115,20180321_S00033936_P,single,0,4,1,1,4,False,3,0.0
20180321_S00033936_P__F116,20180321_S00033936_P,multi,2,0,0,2,2,True,0,0.8556099534034729
20180321_S00033936_P__F117,20180321_S00033936_P,multi,1,0,1,2,1,False,1,0.9485176205635071
20180321_S00033936_P__F118,20180321_S00033936_P,multi,2,0,0,2,2,True,0,0.8459557294845581
20180321_S00033936_P__F119,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.9201427698135376
20180321_S00033936_P__F12,20180321_S00033936_P,empty,0,0,0,0,0,True,0,0.0
20180321_S00033936_P__F120,20180321_S00033936_P,multi,4,0,0,4,4,True,0,0.9039014428853989
20180321_S00033936_P__F121,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.9012095332145691
20180321_S00033936_P__F122,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.6049737930297852
20180321_S00033936_P__F123,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.9088590741157532
20180321_S00033936_P__F124,20180321_S00033936_P,single,1,1,0,1,2,False,1,0.9209573268890381
20180321_S00033936_P__F125,20180321_S00033936_P,multi,0,1,2,2,1,False,1,0.0
20180321_S00033936_P__F126,20180321_S00033936_P,multi,4,0,0,4,4,True,0,0.8588632494211197
20180321_S00033936_P__F127,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.9456673264503479
20180321_S00033936_P__F128,20180321_S00033936_P,single,1,1,0,1,2,False,1,0.9450047016143799
20180321_S00033936_P__F129,20180321_S00033936_P,empty,0,1,0,0,1,False,1,0.0
20180321_S00033936_P__F13,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.9089754223823547
