sample_id,source_file,true_peak_count_class,true_positive,false_positive,false_negative,target_count,prediction_count,exact_count,count_absolute_error,mean_matched_iou
HetCD_mixneg__F10000,HetCD_mixneg,single,1,0,0,1,1,True,0,0.9604745507240295
HetCD_mixneg__F10022,HetCD_mixneg,empty,0,0,0,0,0,True,0,0.0
HetCD_mixneg__F10138,HetCD_mixneg,single,1,0,0,1,1,True,0,0.6633767485618591
HetCD_mixneg__F10185,HetCD_mixneg,single,1,0,0,1,1,True,0,0.8631342649459839
HetCD_mixneg__F10200,HetCD_mixneg,empty,0,0,0,0,0,True,0,0.0
HetCD_mixneg__F10372,HetCD_mixneg,empty,0,0,0,0,0,True,0,0.0
HetCD_mixneg__F10385,HetCD_mixneg,empty,0,0,0,0,0,True,0,0.0
HetCD_mixneg__F10435,HetCD_mixneg,empty,0,0,0,0,0,True,0,0.0
HetCD_mixneg__F10462,HetCD_mixneg,multi,2,0,0,2,2,True,0,0.890572190284729
HetCD_mixneg__F1053,HetCD_mixneg,empty,0,0,0,0,0,True,0,0.0
HetCD_mixneg__F1057,HetCD_mixneg,empty,0,0,0,0,0,True,0,0.0
HetCD_mixneg__F10575,HetCD_mixneg,single,1,0,0,1,1,True,0,0.9523522257804871
HetCD_mixneg__F10600,HetCD_mixneg,multi,2,0,0,2,2,True,0,0.8696384727954865
HetCD_mixneg__F10601,HetCD_mixneg,multi,2,0,0,2,2,True,0,0.8991008698940277
HetCD_mixneg__F1064,HetCD_mixneg,empty,0,0,0,0,0,True,0,0.0
HetCD_mixneg__F10735,HetCD_mixneg,empty,0,0,0,0,0,True,0,0.0
HetCD_mixneg__F10747,HetCD_mixneg,empty,0,0,0,0,0,True,0,0.0
HetCD_mixneg__F1078,HetCD_mixneg,empty,0,0,0,0,0,True,0,0.0
HetCD_mixneg__F10797,HetCD_mixneg,empty,0,0,0,0,0,True,0,0.0
HetCD_mixneg__F10853,HetCD_mixneg,empty,0,0,0,0,0,True,0,0.0
HetCD_mixneg__F10873,HetCD_mixneg,single,1,0,0,1,1,True,0,0.9241716265678406
HetCD_mixneg__F10903,HetCD_mixneg,empty,0,0,0,0,0,True,0,0.0
HetCD_mixneg__F1093,HetCD_mixneg,single,1,0,0,1,1,True,0,0.9058451652526855
HetCD_mixneg__F10937,HetCD_mixneg,empty,0,0,0,0,0,True,0,0.0
HetCD_mixneg__F10946,HetCD_mixneg,multi,2,0,0,2,2,True,0,0.908676415681839
HetCD_mixneg__F1098,HetCD_mixneg,empty,0,0,0,0,0,True,0,0.0
HetCD_mixneg__F11001,HetCD_mixneg,single,1,0,0,1,1,True,0,0.7763214707374573
HetCD_mixneg__F11052,HetCD_mixneg,empty,0,0,0,0,0,True,0,0.0
HetCD_mixneg__F11091,HetCD_mixneg,multi,0,2,2,2,2,True,0,0.0
HetCD_mixneg__F11118,HetCD_mixneg,multi,1,0,1,2,1,False,1,0.9446762800216675
HetCD_mixneg__F11128,HetCD_mixneg,empty,0,0,0,0,0,True,0,0.0
HetCD_mixneg__F1115,HetCD_mixneg,empty,0,0,0,0,0,True,0,0.0
HetCD_mixneg__F11151,HetCD_mixneg,empty,0,0,0,0,0,True,0,0.0
HetCD_mixneg__F11265,HetCD_mixneg,single,1,0,0,1,1,True,0,0.934558093547821
HetCD_mixneg__F11321,HetCD_mixneg,multi,0,2,2,2,2,True,0,0.0
HetCD_mixneg__F11347,HetCD_mixneg,empty,0,0,0,0,0,True,0,0.0
HetCD_mixneg__F11377,HetCD_mixneg,empty,0,0,0,0,0,True,0,0.0
HetCD_mixneg__F11386,HetCD_mixneg,single,1,1,0,1,2,False,1,0.9417052268981934
HetCD_mixneg__F11421,HetCD_mixneg,empty,0,0,0,0,0,True,0,0.0
HetCD_mixneg__F11468,HetCD_mixneg,empty,0,1,0,0,1,False,1,0.0
HetCD_mixneg__F11488,HetCD_mixneg,empty,0,1,0,0,1,False,1,0.0
HetCD_mixneg__F11500,HetCD_mixneg,single,1,0,0,1,1,True,0,0.9409319162368774
HetCD_mixneg__F11582,HetCD_mixneg,single,0,1,1,1,1,True,0,0.0
HetCD_mixneg__F11644,HetCD_mixneg,single,1,0,0,1,1,True,0,0.5420912504196167
HetCD_mixneg__F11713,HetCD_mixneg,single,1,0,0,1,1,True,0,0.9091354608535767
HetCD_mixneg__F11720,HetCD_mixneg,empty,0,0,0,0,0,True,0,0.0
HetCD_mixneg__F11828,HetCD_mixneg,empty,0,0,0,0,0,True,0,0.0
HetCD_mixneg__F11863,HetCD_mixneg,multi,2,0,1,3,2,False,1,0.9432562589645386
HetCD_mixneg__F11887,HetCD_mixneg,empty,0,0,0,0,0,True,0,0.0
HetCD_mixneg__F11938,HetCD_mixneg,multi,1,0,1,2,1,False,1,0.9340705871582031
HetCD_mixneg__F12013,HetCD_mixneg,single,1,0,0,1,1,True,0,0.8742877244949341
HetCD_mixneg__F12064,HetCD_mixneg,empty,0,0,0,0,0,True,0,0.0
HetCD_mixneg__F12070,HetCD_mixneg,empty,0,0,0,0,0,True,0,0.0
HetCD_mixneg__F12091,HetCD_mixneg,multi,2,0,0,2,2,True,0,0.9266175627708435
HetCD_mixneg__F12118,HetCD_mixneg,multi,1,0,1,2,1,False,1,0.9288877248764038
HetCD_mixneg__F12124,HetCD_mixneg,empty,0,0,0,0,0,True,0,0.0
HetCD_mixneg__F12135,HetCD_mixneg,empty,0,0,0,0,0,True,0,0.0
HetCD_mixneg__F1216,HetCD_mixneg,empty,0,0,0,0,0,True,0,0.0
HetCD_mixneg__F12163,HetCD_mixneg,empty,0,0,0,0,0,True,0,0.0
HetCD_mixneg__F12168,HetCD_mixneg,empty,0,0,0,0,0,True,0,0.0
HetCD_mixneg__F12234,HetCD_mixneg,empty,0,0,0,0,0,True,0,0.0
HetCD_mixneg__F12278,HetCD_mixneg,empty,0,0,0,0,0,True,0,0.0
HetCD_mixneg__F12315,HetCD_mixneg,empty,0,0,0,0,0,True,0,0.0
HetCD_mixneg__F12321,HetCD_mixneg,empty,0,0,0,0,0,True,0,0.0
HetCD_mixneg__F12417,HetCD_mixneg,empty,0,0,0,0,0,True,0,0.0
HetCD_mixneg__F1244,HetCD_mixneg,empty,0,0,0,0,0,True,0,0.0
HetCD_mixneg__F12482,HetCD_mixneg,empty,0,0,0,0,0,True,0,0.0
HetCD_mixneg__F12557,HetCD_mixneg,empty,0,0,0,0,0,True,0,0.0
HetCD_mixneg__F12605,HetCD_mixneg,single,1,0,0,1,1,True,0,0.9203991293907166
HetCD_mixneg__F12624,HetCD_mixneg,multi,3,1,0,3,4,False,1,0.7684888243675232
HetCD_mixneg__F12629,HetCD_mixneg,empty,0,0,0,0,0,True,0,0.0
HetCD_mixneg__F12668,HetCD_mixneg,empty,0,0,0,0,0,True,0,0.0
HetCD_mixneg__F1273,HetCD_mixneg,empty,0,0,0,0,0,True,0,0.0
HetCD_mixneg__F12748,HetCD_mixneg,empty,0,0,0,0,0,True,0,0.0
HetCD_mixneg__F12789,HetCD_mixneg,empty,0,0,0,0,0,True,0,0.0
HetCD_mixneg__F12848,HetCD_mixneg,single,1,1,0,1,2,False,1,0.5269405245780945
HetCD_mixneg__F12877,HetCD_mixneg,empty,0,0,0,0,0,True,0,0.0
HetCD_mixneg__F12888,HetCD_mixneg,empty,0,0,0,0,0,True,0,0.0
HetCD_mixneg__F1289,HetCD_mixneg,empty,0,0,0,0,0,True,0,0.0
