sample_id,source_file,true_peak_count_class,true_positive,false_positive,false_negative,target_count,prediction_count,exact_count,count_absolute_error,mean_matched_iou
D04P_NEG__F1,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F10,D04P_NEG,single,1,0,0,1,1,True,0,0.5616958737373352
D04P_NEG__F102,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F104,D04P_NEG,multi,2,0,0,2,2,True,0,0.7436262965202332
D04P_NEG__F105,D04P_NEG,multi,2,0,0,2,2,True,0,0.8320953547954559
D04P_NEG__F109,D04P_NEG,single,1,0,0,1,1,True,0,0.9053058624267578
D04P_NEG__F11,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F110,D04P_NEG,single,1,0,0,1,1,True,0,0.8847518563270569
D04P_NEG__F111,D04P_NEG,single,1,0,0,1,1,True,0,0.832706093788147
D04P_NEG__F114,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F115,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F117,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F118,D04P_NEG,empty,0,1,0,0,1,False,1,0.0
D04P_NEG__F119,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F12,D04P_NEG,single,1,0,0,1,1,True,0,0.6179165244102478
D04P_NEG__F125,D04P_NEG,multi,2,0,0,2,2,True,0,0.9293776750564575
D04P_NEG__F127,D04P_NEG,single,1,0,0,1,1,True,0,0.9305410981178284
D04P_NEG__F132,D04P_NEG,single,1,0,0,1,1,True,0,0.8080511689186096
D04P_NEG__F133,D04P_NEG,single,1,0,0,1,1,True,0,0.8478071093559265
D04P_NEG__F138,D04P_NEG,single,1,0,0,1,1,True,0,0.977615237236023
D04P_NEG__F141,D04P_NEG,single,1,0,0,1,1,True,0,0.8893970847129822
D04P_NEG__F142,D04P_NEG,single,1,0,0,1,1,True,0,0.9493429660797119
D04P_NEG__F145,D04P_NEG,single,1,0,0,1,1,True,0,0.9211731553077698
D04P_NEG__F146,D04P_NEG,multi,3,0,0,3,3,True,0,0.8696457942326864
D04P_NEG__F149,D04P_NEG,multi,2,0,0,2,2,True,0,0.8836080729961395
D04P_NEG__F150,D04P_NEG,single,1,0,0,1,1,True,0,0.9184744358062744
D04P_NEG__F153,D04P_NEG,single,1,0,0,1,1,True,0,0.9072642922401428
D04P_NEG__F154,D04P_NEG,multi,2,0,1,3,2,False,1,0.8521011471748352
D04P_NEG__F155,D04P_NEG,multi,2,0,1,3,2,False,1,0.8403644561767578
D04P_NEG__F156,D04P_NEG,single,1,0,0,1,1,True,0,0.9262036085128784
D04P_NEG__F158,D04P_NEG,single,1,0,0,1,1,True,0,0.8577553033828735
D04P_NEG__F159,D04P_NEG,single,1,0,0,1,1,True,0,0.8923120498657227
D04P_NEG__F16,D04P_NEG,single,1,0,0,1,1,True,0,0.8532491326332092
D04P_NEG__F164,D04P_NEG,single,1,0,0,1,1,True,0,0.9451709985733032
D04P_NEG__F166,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F168,D04P_NEG,multi,1,0,1,2,1,False,1,0.8936305046081543
D04P_NEG__F169,D04P_NEG,multi,2,0,0,2,2,True,0,0.9086998105049133
D04P_NEG__F17,D04P_NEG,single,1,0,0,1,1,True,0,0.8951470851898193
D04P_NEG__F173,D04P_NEG,single,1,0,0,1,1,True,0,0.8905506134033203
D04P_NEG__F174,D04P_NEG,single,1,0,0,1,1,True,0,0.7783737182617188
D04P_NEG__F175,D04P_NEG,single,1,1,0,1,2,False,1,0.7999717593193054
D04P_NEG__F176,D04P_NEG,single,1,0,0,1,1,True,0,0.7457733154296875
D04P_NEG__F177,D04P_NEG,single,1,0,0,1,1,True,0,0.8047733902931213
D04P_NEG__F178,D04P_NEG,single,1,0,0,1,1,True,0,0.776587963104248
D04P_NEG__F18,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F181,D04P_NEG,single,1,0,0,1,1,True,0,0.8966700434684753
D04P_NEG__F182,D04P_NEG,single,1,0,0,1,1,True,0,0.8894017934799194
D04P_NEG__F183,D04P_NEG,single,1,0,0,1,1,True,0,0.904792845249176
D04P_NEG__F185,D04P_NEG,single,1,0,0,1,1,True,0,0.7997494339942932
D04P_NEG__F186,D04P_NEG,single,1,1,0,1,2,False,1,0.911870002746582
D04P_NEG__F189,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F19,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F191,D04P_NEG,single,1,0,0,1,1,True,0,0.9087649583816528
D04P_NEG__F193,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F194,D04P_NEG,single,1,0,0,1,1,True,0,0.9339473247528076
D04P_NEG__F195,D04P_NEG,multi,2,0,0,2,2,True,0,0.9098307490348816
D04P_NEG__F196,D04P_NEG,multi,2,0,0,2,2,True,0,0.9125955700874329
D04P_NEG__F197,D04P_NEG,single,1,0,0,1,1,True,0,0.9404062628746033
D04P_NEG__F20,D04P_NEG,single,1,0,0,1,1,True,0,0.8147407174110413
D04P_NEG__F200,D04P_NEG,single,1,0,0,1,1,True,0,0.7890744209289551
D04P_NEG__F204,D04P_NEG,multi,2,0,0,2,2,True,0,0.8202283978462219
D04P_NEG__F205,D04P_NEG,multi,2,0,0,2,2,True,0,0.8394776284694672
D04P_NEG__F209,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F210,D04P_NEG,single,1,0,0,1,1,True,0,0.7182869911193848
D04P_NEG__F211,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F212,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F213,D04P_NEG,multi,2,0,0,2,2,True,0,0.8002968430519104
D04P_NEG__F219,D04P_NEG,empty,0,2,0,0,2,False,2,0.0
D04P_NEG__F221,D04P_NEG,multi,2,0,0,2,2,True,0,0.9185871779918671
D04P_NEG__F223,D04P_NEG,multi,2,0,0,2,2,True,0,0.7461994886398315
D04P_NEG__F226,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F228,D04P_NEG,multi,2,0,0,2,2,True,0,0.8173052966594696
D04P_NEG__F229,D04P_NEG,multi,2,0,0,2,2,True,0,0.8918400704860687
D04P_NEG__F23,D04P_NEG,single,1,0,0,1,1,True,0,0.8159934878349304
D04P_NEG__F230,D04P_NEG,multi,2,0,0,2,2,True,0,0.8806087672710419
D04P_NEG__F232,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F235,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F236,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F238,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F239,D04P_NEG,empty,0,1,0,0,1,False,1,0.0
D04P_NEG__F24,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F245,D04P_NEG,empty,0,1,0,0,1,False,1,0.0
D04P_NEG__F246,D04P_NEG,multi,2,0,0,2,2,True,0,0.8950411379337311
D04P_NEG__F248,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F249,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F25,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F250,D04P_NEG,multi,2,0,0,2,2,True,0,0.9308021068572998
D04P_NEG__F251,D04P_NEG,multi,2,0,0,2,2,True,0,0.8448677361011505
D04P_NEG__F256,D04P_NEG,single,1,0,0,1,1,True,0,0.8368873000144958
D04P_NEG__F258,D04P_NEG,empty,0,3,0,0,3,False,3,0.0
D04P_NEG__F26,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F260,D04P_NEG,single,1,0,0,1,1,True,0,0.9390600323677063
D04P_NEG__F262,D04P_NEG,empty,0,2,0,0,2,False,2,0.0
D04P_NEG__F264,D04P_NEG,empty,0,1,0,0,1,False,1,0.0
D04P_NEG__F265,D04P_NEG,single,1,0,0,1,1,True,0,0.624313473701477
D04P_NEG__F266,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F269,D04P_NEG,single,1,0,0,1,1,True,0,0.7135956287384033
D04P_NEG__F27,D04P_NEG,single,1,0,0,1,1,True,0,0.8257518410682678
D04P_NEG__F272,D04P_NEG,single,0,0,1,1,0,False,1,0.0
D04P_NEG__F273,D04P_NEG,single,1,0,0,1,1,True,0,0.856381356716156
D04P_NEG__F275,D04P_NEG,single,1,0,0,1,1,True,0,0.9460970163345337
D04P_NEG__F276,D04P_NEG,single,1,0,0,1,1,True,0,0.6806344389915466
D04P_NEG__F278,D04P_NEG,multi,2,0,0,2,2,True,0,0.7475073039531708
D04P_NEG__F279,D04P_NEG,multi,3,0,1,4,3,False,1,0.8909735083580017
D04P_NEG__F281,D04P_NEG,single,1,0,0,1,1,True,0,0.9267318248748779
D04P_NEG__F282,D04P_NEG,single,0,1,1,1,1,True,0,0.0
D04P_NEG__F285,D04P_NEG,multi,2,0,0,2,2,True,0,0.8117079436779022
D04P_NEG__F287,D04P_NEG,single,1,0,0,1,1,True,0,0.7545623183250427
D04P_NEG__F288,D04P_NEG,empty,0,1,0,0,1,False,1,0.0
D04P_NEG__F290,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F291,D04P_NEG,single,1,0,0,1,1,True,0,0.9132846593856812
D04P_NEG__F292,D04P_NEG,multi,2,0,0,2,2,True,0,0.8913953900337219
D04P_NEG__F297,D04P_NEG,multi,3,0,0,3,3,True,0,0.9196887214978536
D04P_NEG__F299,D04P_NEG,single,1,0,0,1,1,True,0,0.8965604305267334
D04P_NEG__F3,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F30,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F300,D04P_NEG,single,1,1,0,1,2,False,1,0.6844843029975891
D04P_NEG__F302,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F303,D04P_NEG,multi,2,0,0,2,2,True,0,0.8870080709457397
D04P_NEG__F305,D04P_NEG,single,1,1,0,1,2,False,1,0.9061049818992615
D04P_NEG__F306,D04P_NEG,single,1,0,0,1,1,True,0,0.787368655204773
D04P_NEG__F31,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F310,D04P_NEG,single,1,0,0,1,1,True,0,0.8468316793441772
D04P_NEG__F311,D04P_NEG,single,1,0,0,1,1,True,0,0.8167068362236023
D04P_NEG__F312,D04P_NEG,multi,2,0,0,2,2,True,0,0.8941344618797302
D04P_NEG__F313,D04P_NEG,single,1,0,0,1,1,True,0,0.8835740685462952
D04P_NEG__F317,D04P_NEG,multi,1,0,1,2,1,False,1,0.8502262234687805
D04P_NEG__F319,D04P_NEG,single,1,0,0,1,1,True,0,0.8781337141990662
D04P_NEG__F32,D04P_NEG,empty,0,2,0,0,2,False,2,0.0
D04P_NEG__F321,D04P_NEG,single,1,0,0,1,1,True,0,0.9189797043800354
D04P_NEG__F322,D04P_NEG,single,1,0,0,1,1,True,0,0.7988650798797607
D04P_NEG__F323,D04P_NEG,empty,0,2,0,0,2,False,2,0.0
D04P_NEG__F329,D04P_NEG,single,1,0,0,1,1,True,0,0.6771972179412842
D04P_NEG__F330,D04P_NEG,single,1,0,0,1,1,True,0,0.9259818196296692
D04P_NEG__F332,D04P_NEG,single,1,0,0,1,1,True,0,0.8727903962135315
D04P_NEG__F333,D04P_NEG,single,1,0,0,1,1,True,0,0.7833263874053955
D04P_NEG__F334,D04P_NEG,single,1,0,0,1,1,True,0,0.8723869323730469
D04P_NEG__F335,D04P_NEG,single,1,0,0,1,1,True,0,0.9567520022392273
D04P_NEG__F336,D04P_NEG,multi,1,1,3,4,2,False,2,0.8712477684020996
D04P_NEG__F34,D04P_NEG,empty,0,0,0,0,0,True,0,0.0
D04P_NEG__F341,D04P_NEG,single,1,0,0,1,1,True,0,0.9348934292793274
D04P_NEG__F342,D04P_NEG,multi,2,1,2,4,3,False,1,0.8292153179645538
D04P_NEG__F347,D04P_NEG,multi,0,1,2,2,1,False,1,0.0
D04P_NEG__F349,D04P_NEG,single,1,0,0,1,1,True,0,0.8060858249664307
D04P_NEG__F350,D04P_NEG,single,1,0,0,1,1,True,0,0.7805210947990417
D04P_NEG__F351,D04P_NEG,multi,3,0,0,3,3,True,0,0.7952744762102762
D04P_NEG__F353,D04P_NEG,single,1,0,0,1,1,True,0,0.8436683416366577
D04P_NEG__F354,D04P_NEG,multi,2,0,0,2,2,True,0,0.8970283269882202
D04P_NEG__F355,D04P_NEG,multi,2,0,0,2,2,True,0,0.623835027217865
D04P_NEG__F356,D04P_NEG,multi,2,0,0,2,2,True,0,0.6802537441253662
D04P_NEG__F357,D04P_NEG,single,1,0,0,1,1,True,0,0.7971664071083069
D04P_NEG__F358,D04P_NEG,multi,2,2,0,2,4,False,2,0.8292607665061951
D04P_NEG__F361,D04P_NEG,multi,3,0,1,4,3,False,1,0.8881573677062988
D04P_NEG__F362,D04P_NEG,multi,3,0,1,4,3,False,1,0.8639880220095316
D04P_NEG__F363,D04P_NEG,multi,2,0,1,3,2,False,1,0.817340075969696
D04P_NEG__F364,D04P_NEG,multi,2,0,1,3,2,False,1,0.8561827838420868
D04P_NEG__F365,D04P_NEG,multi,3,0,1,4,3,False,1,0.8910722335179647
D04P_NEG__F368,D04P_NEG,single,1,0,0,1,1,True,0,0.8748464584350586
D04P_NEG__F370,D04P_NEG,multi,4,0,0,4,4,True,0,0.8777945935726166
