sample_id,source_file,true_peak_count_class,true_positive,false_positive,false_negative,target_count,prediction_count,exact_count,count_absolute_error,mean_matched_iou
20180321_S00033936_P__F1,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.9432916045188904
20180321_S00033936_P__F10,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.8961637020111084
20180321_S00033936_P__F100,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.9442185163497925
20180321_S00033936_P__F101,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.6529562473297119
20180321_S00033936_P__F102,20180321_S00033936_P,multi,1,0,1,2,1,False,1,0.9367707967758179
20180321_S00033936_P__F103,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.8909343481063843
20180321_S00033936_P__F104,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.9886570572853088
20180321_S00033936_P__F105,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.7394213676452637
20180321_S00033936_P__F106,20180321_S00033936_P,multi,3,0,0,3,3,True,0,0.9198862711588541
20180321_S00033936_P__F107,20180321_S00033936_P,multi,2,0,2,4,2,False,2,0.9283376038074493
20180321_S00033936_P__F108,20180321_S00033936_P,multi,1,0,4,5,1,False,4,0.906896710395813
20180321_S00033936_P__F109,20180321_S00033936_P,multi,1,0,1,2,1,False,1,0.9589983820915222
20180321_S00033936_P__F11,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.9820935726165771
20180321_S00033936_P__F110,20180321_S00033936_P,multi,2,0,0,2,2,True,0,0.9456584751605988
20180321_S00033936_P__F111,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.9226350784301758
20180321_S00033936_P__F112,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.917868971824646
20180321_S00033936_P__F113,20180321_S00033936_P,empty,0,0,0,0,0,True,0,0.0
20180321_S00033936_P__F114,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.9539705514907837
20180321_S00033936_P__F115,20180321_S00033936_P,single,0,1,1,1,1,True,0,0.0
20180321_S00033936_P__F116,20180321_S00033936_P,multi,2,0,0,2,2,True,0,0.9390318393707275
20180321_S00033936_P__F117,20180321_S00033936_P,multi,1,1,1,2,2,True,0,0.9262657165527344
20180321_S00033936_P__F118,20180321_S00033936_P,multi,2,0,0,2,2,True,0,0.9160253405570984
20180321_S00033936_P__F119,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.9358851909637451
20180321_S00033936_P__F12,20180321_S00033936_P,empty,0,1,0,0,1,False,1,0.0
20180321_S00033936_P__F120,20180321_S00033936_P,multi,2,0,2,4,2,False,2,0.9252738058567047
20180321_S00033936_P__F121,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.9567573666572571
20180321_S00033936_P__F122,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.7979562878608704
20180321_S00033936_P__F123,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.9531312584877014
20180321_S00033936_P__F124,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.9405064582824707
20180321_S00033936_P__F125,20180321_S00033936_P,multi,0,0,2,2,0,False,2,0.0
20180321_S00033936_P__F126,20180321_S00033936_P,multi,3,0,1,4,3,False,1,0.9043966929117838
20180321_S00033936_P__F127,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.9563933610916138
20180321_S00033936_P__F128,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.9346472024917603
20180321_S00033936_P__F129,20180321_S00033936_P,empty,0,0,0,0,0,True,0,0.0
20180321_S00033936_P__F13,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.9520325064659119
20180321_S00033936_P__F130,20180321_S00033936_P,multi,2,0,0,2,2,True,0,0.9611289501190186
20180321_S00033936_P__F131,20180321_S00033936_P,multi,2,0,0,2,2,True,0,0.9435838162899017
20180321_S00033936_P__F132,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.9333707094192505
20180321_S00033936_P__F133,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.9377931356430054
20180321_S00033936_P__F134,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.6594680547714233
20180321_S00033936_P__F135,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.8641020059585571
20180321_S00033936_P__F136,20180321_S00033936_P,multi,2,0,0,2,2,True,0,0.9384445250034332
20180321_S00033936_P__F137,20180321_S00033936_P,multi,1,1,1,2,2,True,0,0.5351822376251221
20180321_S00033936_P__F138,20180321_S00033936_P,multi,4,0,0,4,4,True,0,0.8547127842903137
20180321_S00033936_P__F139,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.9227224588394165
20180321_S00033936_P__F14,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.9787012338638306
20180321_S00033936_P__F140,20180321_S00033936_P,empty,0,0,0,0,0,True,0,0.0
20180321_S00033936_P__F141,20180321_S00033936_P,multi,2,0,0,2,2,True,0,0.8906122148036957
20180321_S00033936_P__F142,20180321_S00033936_P,multi,2,0,2,4,2,False,2,0.5663604438304901
20180321_S00033936_P__F143,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.8519713878631592
20180321_S00033936_P__F144,20180321_S00033936_P,multi,2,0,0,2,2,True,0,0.9221145808696747
20180321_S00033936_P__F145,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.9681844711303711
20180321_S00033936_P__F146,20180321_S00033936_P,multi,3,0,0,3,3,True,0,0.8939057985941569
20180321_S00033936_P__F147,20180321_S00033936_P,multi,2,0,0,2,2,True,0,0.924535483121872
20180321_S00033936_P__F148,20180321_S00033936_P,multi,4,0,0,4,4,True,0,0.9094424694776535
20180321_S00033936_P__F15,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.9500184655189514
20180321_S00033936_P__F150,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.9875413179397583
20180321_S00033936_P__F151,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.8049771785736084
20180321_S00033936_P__F152,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.9520261287689209
20180321_S00033936_P__F153,20180321_S00033936_P,single,1,1,0,1,2,False,1,0.9487969279289246
20180321_S00033936_P__F154,20180321_S00033936_P,multi,3,0,0,3,3,True,0,0.958982507387797
20180321_S00033936_P__F155,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.9617140293121338
20180321_S00033936_P__F156,20180321_S00033936_P,multi,1,0,1,2,1,False,1,0.5233708620071411
20180321_S00033936_P__F157,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.9385151863098145
20180321_S00033936_P__F158,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.9841251373291016
20180321_S00033936_P__F159,20180321_S00033936_P,multi,2,0,0,2,2,True,0,0.9107020795345306
20180321_S00033936_P__F16,20180321_S00033936_P,multi,1,0,1,2,1,False,1,0.7744305729866028
20180321_S00033936_P__F160,20180321_S00033936_P,single,1,1,0,1,2,False,1,0.9367517828941345
20180321_S00033936_P__F161,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.9474098682403564
20180321_S00033936_P__F162,20180321_S00033936_P,multi,1,0,1,2,1,False,1,0.5847975611686707
20180321_S00033936_P__F163,20180321_S00033936_P,multi,3,0,0,3,3,True,0,0.7759926716486613
20180321_S00033936_P__F164,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.9568884372711182
20180321_S00033936_P__F165,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.9675264954566956
20180321_S00033936_P__F166,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.8965209722518921
20180321_S00033936_P__F167,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.9384970664978027
20180321_S00033936_P__F168,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.956481397151947
20180321_S00033936_P__F169,20180321_S00033936_P,multi,3,0,1,4,3,False,1,0.883478065331777
20180321_S00033936_P__F17,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.9692082405090332
20180321_S00033936_P__F170,20180321_S00033936_P,multi,2,0,0,2,2,True,0,0.7967560887336731
20180321_S00033936_P__F171,20180321_S00033936_P,multi,0,1,2,2,1,False,1,0.0
20180321_S00033936_P__F172,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.9723964929580688
20180321_S00033936_P__F173,20180321_S00033936_P,multi,3,1,0,3,4,False,1,0.7527313629786173
20180321_S00033936_P__F174,20180321_S00033936_P,multi,2,0,0,2,2,True,0,0.9055504202842712
20180321_S00033936_P__F175,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.8918876051902771
20180321_S00033936_P__F176,20180321_S00033936_P,single,1,2,0,1,3,False,2,0.6936538815498352
20180321_S00033936_P__F177,20180321_S00033936_P,multi,2,1,0,2,3,False,1,0.872182697057724
20180321_S00033936_P__F178,20180321_S00033936_P,multi,1,0,1,2,1,False,1,0.9161407947540283
20180321_S00033936_P__F179,20180321_S00033936_P,multi,2,0,0,2,2,True,0,0.901398092508316
20180321_S00033936_P__F18,20180321_S00033936_P,multi,2,0,1,3,2,False,1,0.9273232519626617
20180321_S00033936_P__F180,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.9545189142227173
20180321_S00033936_P__F181,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.7490110993385315
20180321_S00033936_P__F182,20180321_S00033936_P,multi,3,0,0,3,3,True,0,0.9352149764696757
20180321_S00033936_P__F183,20180321_S00033936_P,multi,2,0,0,2,2,True,0,0.9284848272800446
20180321_S00033936_P__F184,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.9112164974212646
20180321_S00033936_P__F185,20180321_S00033936_P,multi,1,0,1,2,1,False,1,0.7669342160224915
20180321_S00033936_P__F186,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.9460886120796204
20180321_S00033936_P__F187,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.9158980250358582
20180321_S00033936_P__F188,20180321_S00033936_P,multi,1,1,1,2,2,True,0,0.9117123484611511
20180321_S00033936_P__F189,20180321_S00033936_P,empty,0,0,0,0,0,True,0,0.0
20180321_S00033936_P__F19,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.9277138710021973
20180321_S00033936_P__F190,20180321_S00033936_P,multi,1,0,2,3,1,False,2,0.8833852410316467
20180321_S00033936_P__F191,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.9850802421569824
20180321_S00033936_P__F192,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.9111030697822571
20180321_S00033936_P__F193,20180321_S00033936_P,multi,1,0,1,2,1,False,1,0.9795442223548889
20180321_S00033936_P__F194,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.9584031105041504
20180321_S00033936_P__F195,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.8854209780693054
20180321_S00033936_P__F196,20180321_S00033936_P,multi,2,0,0,2,2,True,0,0.9118530750274658
20180321_S00033936_P__F197,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.9756445288658142
20180321_S00033936_P__F198,20180321_S00033936_P,single,1,2,0,1,3,False,2,0.9745180010795593
20180321_S00033936_P__F199,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.9383665323257446
20180321_S00033936_P__F2,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.6009820103645325
20180321_S00033936_P__F20,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.9356389045715332
20180321_S00033936_P__F200,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.9600951075553894
20180321_S00033936_P__F201,20180321_S00033936_P,single,1,1,0,1,2,False,1,0.9803496599197388
20180321_S00033936_P__F202,20180321_S00033936_P,multi,2,0,0,2,2,True,0,0.9457931816577911
20180321_S00033936_P__F203,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.9714962244033813
20180321_S00033936_P__F204,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.7461054921150208
20180321_S00033936_P__F205,20180321_S00033936_P,multi,3,0,0,3,3,True,0,0.9001388351122538
20180321_S00033936_P__F206,20180321_S00033936_P,multi,2,0,0,2,2,True,0,0.8094323873519897
20180321_S00033936_P__F207,20180321_S00033936_P,multi,2,0,0,2,2,True,0,0.9500243067741394
20180321_S00033936_P__F208,20180321_S00033936_P,multi,2,0,0,2,2,True,0,0.9399385750293732
20180321_S00033936_P__F209,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.9383888244628906
20180321_S00033936_P__F21,20180321_S00033936_P,multi,2,0,0,2,2,True,0,0.9299036860466003
20180321_S00033936_P__F210,20180321_S00033936_P,single,0,2,1,1,2,False,1,0.0
20180321_S00033936_P__F211,20180321_S00033936_P,multi,2,0,0,2,2,True,0,0.9478920698165894
20180321_S00033936_P__F212,20180321_S00033936_P,single,1,0,0,1,1,True,0,0.8295859098434448
20180321_S00033936_P__F213,20180321_S00033936_P,single,1,1,0,1,2,False,1,0.9188794493675232
20180321_S00033936_P__F214,20180321_S00033936_P,multi,2,0,0,2,2,True,0,0.9379198849201202
